Name,Lastname,Sex,Date_Loan
Isabella,Castillo,F,2018-11-28
Alejandro,Rojas,M,2019-01-08
Carolina,Morales,M,2020-04-12
Carolina,Díaz,F,2019-08-24
Adriana,Vargas,M,2018-01-10
Luis,Vázquez,F,2018-08-19
Laura,Vargas,F,2017-12-06
Martina,Castro,M,2016-08-12
Daniela,Mendoza,M,2016-11-05
Pedro,Ramírez,F,2016-01-23
Pilar,Cruz,M,2016-11-01
Daniela,Contreras,M,2017-08-08
Valeria,López,M,2017-08-02
Miguel,Guerrero,F,2015-08-19
Camila,Díaz,F,2020-02-28
Daniela,Contreras,M,2019-11-21
Fernando,Herrera,M,2016-09-19
Arturo,Herrera,F,2018-08-06
Valentina,Fernández,M,2018-07-04
Emma,Ramos,F,2019-01-29
Luciana,Núñez,F,2020-09-26
Cristian,Morales,M,2018-02-28
Arturo,Rodríguez,F,2018-11-16
Valentina,Moreno,F,2015-12-11
Andrea,Peña,F,2015-10-12
Gabriel,Miranda,F,2017-08-30
Carlos,Mendoza,F,2015-03-01
Isabella,Ramírez,F,2018-04-17
Valeria,González,F,2019-05-27
Felipe,Rojas,F,2017-05-18
Valeria,Peña,F,2017-04-26
Luis,Sánchez,M,2020-01-05
Esteban,Molina,M,2015-12-22
José,Domínguez,F,2020-11-25
Laura,López,F,2018-11-08
Antonia,Vázquez,M,2017-09-02
Pablo,Sánchez,F,2015-08-03
Alejandro,García,F,2018-09-08
Valentina,Chávez,F,2018-08-13
Sofía,Romero,M,2018-06-18
Gabriela,González,F,2020-11-20
Roberto,Chávez,F,2016-02-20
Pablo,Bravo,M,2019-12-09
Gabriela,Gómez,F,2018-08-13
Emma,Herrera,M,2018-09-26
Pilar,Blanco,M,2016-08-29
Florencia,Herrera,F,2019-05-09
Sergio,León,M,2016-08-27
Ana,Navarro,M,2020-12-07
Laura,Bravo,F,2018-08-17
Florencia,Martínez,M,2018-08-16
Cristian,Ruiz,M,2018-08-15
Miguel,Rodríguez,F,2018-10-20
María,Reyes,M,2020-05-05
Victoria,Vázquez,M,2017-12-01
Cristian,Silva,M,2016-12-04
Adriana,Castillo,F,2020-12-21
Antonia,Reyes,M,2017-07-18
Carolina,Herrera,F,2017-06-24
Adriana,Castillo,F,2019-08-10
Arturo,García,F,2015-09-28
Esteban,Pérez,M,2015-10-16
Jorge,Fernández,M,2017-07-14
Manuel,Flores,F,2020-07-18
María,Vázquez,F,2015-08-20
Rafael,Rojas,F,2018-05-11
Francisco,Gómez,M,2019-09-02
Lorena,Gómez,M,2020-10-30
Cristian,González,F,2017-07-17
Carolina,González,F,2016-02-27
Pablo,Pérez,F,2016-03-08
Carlos,Ramos,M,2017-02-24
Cristian,Núñez,F,2017-10-18
Roberto,Navarro,F,2019-05-31
Paula,Silva,F,2018-01-27
Andrés,Pérez,M,2019-01-25
Diego,Delgado,F,2019-09-11
Alejandro,Fernández,M,2016-02-06
Victoria,Morales,F,2019-10-18
Florencia,Álvarez,F,2015-03-08
Laura,Álvarez,M,2018-05-30
Natalia,Vargas,F,2019-05-29
Diego,Ramírez,M,2016-03-18
Felipe,Ramos,M,2018-05-14
Gabriel,García,F,2019-10-26
Luis,Castro,F,2015-11-03
Lorena,Martínez,M,2018-04-26
Esteban,Fernández,F,2018-11-03
Luciana,Castro,M,2017-06-03
Gonzalo,Mendoza,M,2017-01-25
Rafael,Contreras,M,2018-12-18
Roberto,Sánchez,F,2015-03-10
Sofía,Romero,F,2017-01-24
Daniela,Mendoza,M,2015-01-29
Ricardo,Gómez,M,2019-08-12
Pedro,Rodríguez,M,2016-07-29
Esteban,Ramírez,M,2020-12-24
Valeria,Silva,M,2017-03-04
Roberto,Bravo,F,2017-12-26
Natalia,Contreras,F,2016-10-11
Jorge,García,M,2015-01-12
Fernando,Ramos,M,2018-08-12
Carolina,Acosta,F,2015-07-14
Sofía,González,F,2019-02-20
Fernando,Díaz,F,2020-08-01
Daniela,Fernández,M,2015-09-25
Antonia,Silva,M,2020-12-24
Gonzalo,Romero,F,2017-01-30
José,Romero,F,2016-10-03
Esteban,González,F,2017-08-26
Andrea,Ramos,F,2017-10-02
Miguel,Navarro,M,2015-03-05
Lorena,Domínguez,M,2018-02-23
Javier,Molina,F,2015-09-02
Francisco,Rodríguez,F,2019-03-23
Ricardo,Rojas,M,2017-02-23
Felipe,Delgado,M,2015-03-29
Martina,Ramos,M,2019-05-03
Carlos,Molina,F,2017-02-04
Sergio,Herrera,M,2018-10-25
Rafael,Reyes,F,2018-07-06
Ana,Cruz,M,2018-07-14
Gonzalo,Sánchez,M,2019-03-01
Roberto,Torres,M,2016-03-13
Pilar,Vargas,F,2016-03-03
Rafael,Fernández,F,2016-06-24
Juan,Martínez,F,2015-11-29
Antonia,Contreras,M,2020-06-09
Daniela,Jiménez,F,2019-08-11
Valeria,Molina,F,2017-01-14
Pilar,López,M,2016-07-15
Antonia,Moreno,M,2016-03-09
Daniela,Herrera,F,2017-09-13
Adriana,Reyes,M,2018-03-02
Sofía,Acosta,M,2019-11-24
Daniela,León,M,2019-01-24
Martina,Castro,M,2016-04-26
Ana,Benítez,F,2017-01-15
María,Contreras,F,2019-04-05
Isabella,Jiménez,M,2015-09-16
Daniela,Morales,M,2020-12-21
Pedro,Molina,M,2015-10-24
Carlos,Moreno,F,2020-11-19
Valeria,Salazar,M,2018-08-23
Martina,Flores,F,2018-08-18
Isabella,Ortiz,M,2018-10-02
Paula,Fernández,F,2015-02-20
Fernando,Gómez,F,2019-04-10
Felipe,Romero,F,2019-07-09
Luciana,Reyes,M,2019-12-08
Isabella,Bravo,M,2020-10-18
Pilar,Gómez,F,2018-06-16
Ana,Cruz,M,2017-11-07
Valeria,Blanco,M,2019-07-15
Jorge,Moreno,M,2019-10-28
Laura,Núñez,F,2015-05-16
Pilar,García,M,2016-11-20
Fernando,Núñez,F,2019-05-17
Luis,García,M,2016-12-18
Miguel,Rodríguez,F,2019-11-24
Valentina,Herrera,F,2015-01-01
Carolina,Miranda,M,2015-12-19
Daniela,Martínez,M,2015-06-11
Alejandro,Rojas,F,2017-05-04
Manuel,León,F,2020-02-16
Andrea,Gómez,M,2015-07-16
Isabella,Cruz,F,2016-12-18
Rafael,Salazar,M,2018-10-14
Carolina,Vázquez,M,2018-09-11
Manuel,González,M,2016-06-20
José,Rodríguez,F,2017-01-15
Daniela,Jiménez,F,2017-11-01
Victoria,Reyes,F,2020-02-24
José,Silva,M,2018-08-17
Andrés,León,F,2015-04-16
Ana,Delgado,F,2020-11-05
Adriana,Díaz,M,2018-06-29
Lorena,Reyes,F,2020-08-20
Daniela,Vázquez,F,2018-08-22
Natalia,Ruiz,F,2016-04-15
Luis,Ramírez,F,2015-02-18
Andrés,Herrera,F,2020-11-29
Javier,Ruiz,M,2020-07-24
Gonzalo,Gómez,M,2018-11-28
Alejandro,Soto,M,2019-09-10
Antonia,Delgado,F,2015-01-28
Camila,Benítez,F,2019-04-25
Diego,Soto,M,2017-09-12
Pilar,Flores,F,2018-06-24
Francisco,González,F,2019-12-10
Valentina,Moreno,M,2019-04-01
María,Salazar,F,2020-04-11
Gabriel,Jiménez,F,2020-02-06
Pilar,Bravo,F,2017-10-16
Pilar,Salazar,F,2020-12-28
Pilar,Rojas,F,2019-12-09
Sofía,Romero,M,2017-01-01
Alejandro,Bravo,M,2019-08-28
Valeria,Salazar,F,2018-12-05
Daniela,Pérez,M,2018-09-18
Gabriela,Rojas,M,2015-10-20
Valeria,Mendoza,F,2018-07-22
Adriana,Morales,M,2016-08-10
Miguel,Acosta,F,2020-03-24
Ana,Flores,F,2018-07-03
Luis,Álvarez,M,2020-04-16
Gabriela,Vázquez,F,2018-09-26
Valentina,Acosta,F,2016-12-20
Gabriela,Flores,M,2016-08-21
Sofía,Bravo,M,2020-07-18
Martina,Acosta,F,2018-02-14
Alejandro,Rojas,M,2017-01-28
Luis,Mendoza,F,2020-10-17
Laura,Ruiz,M,2016-03-03
Sergio,Ruiz,M,2017-01-13
Pilar,Peña,F,2015-09-07
Daniela,Fernández,F,2017-06-08
Gabriela,Rodríguez,F,2015-08-10
Laura,Cruz,F,2015-01-29
Fernando,Contreras,F,2016-05-13
Felipe,Álvarez,M,2015-06-04
Javier,Cruz,F,2015-09-03
Ana,Sánchez,F,2016-05-31
Cristian,Castro,M,2019-03-10
Luciana,Vázquez,F,2015-03-02
Esteban,Rodríguez,M,2017-03-26
Antonia,Navarro,F,2017-03-26
Valentina,Gómez,M,2015-07-23
Isabella,Ruiz,M,2015-10-28
Lorena,Torres,F,2019-04-04
Fernando,Soto,F,2017-01-23
Andrea,Delgado,F,2020-10-31
Carlos,Salazar,F,2017-01-10
Florencia,Soto,M,2015-03-06
Pablo,Reyes,F,2020-12-13
Daniela,Gómez,F,2017-12-26
Alejandro,Reyes,M,2016-11-29
Alejandro,Chávez,F,2017-09-15
Jorge,Gómez,F,2016-03-12
Fernando,López,M,2016-10-22
Francisco,Rivera,M,2015-12-03
Ricardo,Delgado,M,2020-03-13
Esteban,Martínez,M,2016-09-27
Gabriel,Moreno,F,2015-09-16
Pilar,Pérez,F,2018-04-10
Paula,Benítez,F,2016-05-24
Sofía,Díaz,M,2019-09-14
Andrés,Vázquez,F,2020-11-28
Felipe,Jiménez,F,2016-06-06
Camila,Torres,F,2020-02-27
Lorena,Contreras,F,2019-04-03
Mariana,Blanco,F,2016-05-30
Alejandro,León,M,2020-05-29
Valentina,Castro,F,2016-11-25
Camila,Romero,M,2020-11-13
Luciana,Blanco,M,2016-07-03
Sofía,Cruz,F,2020-12-09
Miguel,Moreno,M,2020-08-25
Antonia,Pérez,F,2016-09-26
Martina,González,F,2020-01-22
Emma,Ortiz,M,2020-05-27
Fernando,García,M,2019-10-20
Lorena,Peña,F,2020-02-03
Andrés,Núñez,F,2015-12-27
Fernando,Silva,F,2015-09-26
Gonzalo,León,F,2015-07-30
Arturo,Silva,M,2016-10-20
Valeria,Romero,F,2015-07-10
Adriana,Castro,M,2020-07-08
Luis,González,F,2018-04-05
Pedro,Navarro,M,2019-11-22
Victoria,Martínez,F,2019-06-07
Antonia,Gómez,F,2016-04-07
Lorena,Bravo,F,2018-08-30
Gabriel,Ramírez,M,2016-10-05
Ricardo,Álvarez,F,2015-02-01
Pedro,Miranda,F,2020-07-03
Pilar,Rodríguez,M,2017-10-07
Rafael,Jiménez,F,2020-10-26
Camila,Salazar,F,2019-02-01
Daniela,Díaz,M,2019-02-15
José,Silva,M,2019-03-16
Emma,Acosta,M,2017-04-08
Cristian,González,F,2017-06-01
Ana,Núñez,F,2018-10-05
Martina,Moreno,F,2019-05-21
Carolina,Navarro,M,2016-01-18
Adriana,Bravo,F,2019-09-13
Pablo,Flores,F,2020-08-19
Lorena,Moreno,F,2020-01-16
Adriana,Rojas,M,2019-05-28
Florencia,Peña,M,2015-03-12
Ricardo,González,M,2020-09-12
Valeria,Blanco,M,2020-09-05
José,Jiménez,M,2017-06-03
Martina,Salazar,F,2016-07-28
Florencia,Rojas,M,2019-10-05
Luis,Martínez,M,2016-02-05
Roberto,Flores,M,2020-08-09
Cristian,Contreras,F,2017-04-26
Fernando,Vargas,F,2016-12-12
Mariana,León,M,2017-12-02
Andrés,Cruz,F,2020-12-02
Mariana,Núñez,M,2016-03-28
Gabriela,López,M,2015-01-24
Andrés,Castro,M,2019-10-25
Emma,Navarro,F,2020-02-10
Jorge,Moreno,M,2016-01-08
Gabriela,Sánchez,M,2017-06-07
Andrés,León,F,2018-07-31
Lorena,Domínguez,M,2017-01-24
Daniela,Domínguez,F,2015-06-01
Alejandro,Delgado,M,2015-05-17
Ana,Reyes,F,2018-03-03
Daniela,Silva,F,2016-01-28
Lorena,Contreras,F,2015-06-15
María,González,F,2015-09-18
Luis,Peña,F,2018-03-13
Alejandro,Blanco,M,2020-06-26
Gabriela,Soto,M,2018-11-03
Laura,Silva,F,2020-08-22
Laura,Delgado,M,2020-11-05
Sergio,Miranda,M,2016-11-04
Javier,Herrera,M,2020-11-20
José,Morales,F,2017-05-11
Natalia,León,F,2018-05-09
Victoria,López,M,2018-01-05
Florencia,Molina,M,2015-09-10
Mariana,Martínez,M,2018-07-15
Camila,Álvarez,F,2016-10-12
Luciana,Herrera,M,2018-04-16
Manuel,González,M,2018-03-21
Pedro,Jiménez,M,2020-07-22
Martina,Torres,F,2019-10-31
Diego,Romero,M,2018-03-20
Ana,Pérez,F,2020-03-06
Carlos,Delgado,M,2018-07-16
Esteban,Silva,M,2016-12-26
Daniela,Álvarez,M,2019-10-09
Emma,Chávez,F,2016-04-14
Adriana,Mendoza,M,2018-01-22
Javier,Torres,F,2015-10-16
Diego,Ortiz,M,2018-10-19
Alejandro,Salazar,M,2017-07-16
Jorge,García,F,2018-10-04
Jorge,Jiménez,M,2018-09-02
Florencia,Ortiz,F,2019-08-12
Isabella,Acosta,F,2018-09-07
Adriana,Miranda,M,2015-12-20
Lorena,Castillo,M,2017-09-21
Antonia,Molina,F,2017-05-14
Antonia,Bravo,M,2017-08-20
Carlos,Jiménez,F,2020-10-01
Carlos,Rivera,F,2018-10-02
Mariana,Flores,F,2015-09-06
Francisco,Álvarez,M,2017-04-09
Pedro,López,M,2016-01-23
Mariana,Cruz,F,2017-09-25
Laura,Pérez,F,2019-03-09
Gabriel,Cruz,M,2015-04-22
Pilar,Delgado,M,2015-01-24
Gabriel,Bravo,M,2016-01-24
Isabella,García,M,2017-11-21
Isabella,Gómez,F,2017-08-25
Gabriela,Ruiz,M,2020-11-19
Ricardo,Vargas,F,2017-09-11
Ricardo,Jiménez,F,2016-10-10
Valentina,Blanco,M,2020-08-09
Victoria,Rojas,F,2019-03-25
Valeria,Sánchez,M,2020-03-18
Cristian,Castillo,M,2018-01-09
Florencia,Jiménez,F,2017-09-19
Laura,Morales,F,2017-08-11
Martina,Ramos,M,2019-07-17
Pilar,López,M,2020-04-19
Gonzalo,Peña,M,2015-08-29
Carolina,Miranda,M,2015-12-27
Ricardo,Flores,F,2018-11-20
Roberto,Castillo,M,2015-02-25
Luis,Gómez,M,2015-06-20
Valentina,Ruiz,F,2020-10-31
Alejandro,Contreras,M,2017-07-22
José,Domínguez,F,2018-06-22
Isabella,Torres,M,2018-10-10
Manuel,García,F,2017-07-10
Roberto,Cruz,F,2019-01-13
Manuel,Castro,F,2018-05-30
Valentina,Díaz,F,2019-11-06
Fernando,Torres,F,2019-10-20
Pedro,Díaz,M,2016-11-26
Valentina,Herrera,F,2018-04-19
Valeria,Ruiz,F,2017-04-20
Jorge,Moreno,F,2020-08-27
Jorge,Castillo,F,2016-05-20
Francisco,Ramírez,F,2020-10-22
Pablo,García,M,2018-05-07
Victoria,Rojas,M,2015-12-29
Rafael,Domínguez,M,2020-04-04
Diego,Blanco,F,2017-11-05
Natalia,Chávez,F,2019-11-28
Gonzalo,Blanco,F,2017-05-18
Camila,Fernández,F,2016-08-06
Valentina,Ramos,F,2018-12-07
Isabella,Ramos,F,2018-11-25
Jorge,Herrera,F,2017-07-03
Sergio,Reyes,M,2019-07-24
Victoria,Sánchez,F,2018-09-05
Jorge,Álvarez,F,2017-10-02
Arturo,González,F,2015-07-07
María,Mendoza,M,2017-06-03
Isabella,Herrera,M,2017-08-29
Alejandro,Jiménez,M,2016-08-14
Pilar,Castro,F,2020-05-18
Andrea,Benítez,M,2019-04-01
Luis,Ruiz,F,2016-07-19
Gabriela,Álvarez,M,2020-07-29
Camila,Castillo,F,2020-12-17
Ana,Peña,M,2015-01-30
Valeria,Rodríguez,M,2019-09-17
Gabriel,Navarro,F,2018-11-11
Florencia,Vázquez,F,2018-12-31
Diego,Bravo,F,2017-11-25
Lorena,Ruiz,M,2020-02-04
Manuel,Pérez,F,2016-10-17
Daniela,Vargas,F,2015-11-23
Ana,Peña,F,2017-09-23
Luciana,Silva,M,2018-09-13
Roberto,Guerrero,F,2020-05-03
Daniela,Domínguez,M,2016-02-22
Andrea,Bravo,M,2016-05-08
Andrea,Soto,M,2018-12-06
Emma,Jiménez,F,2017-06-06
Andrés,Reyes,M,2018-05-26
Luciana,Ruiz,F,2019-10-14
Carlos,León,M,2018-07-14
Natalia,Sánchez,F,2017-10-01
Victoria,Jiménez,M,2017-11-02
Sofía,Ramírez,F,2019-04-04
Lorena,Bravo,M,2020-05-03
Adriana,Salazar,F,2020-03-26
Camila,Mendoza,M,2020-09-15
Daniela,Cruz,F,2018-06-07
Esteban,Rivera,M,2018-03-13
Rafael,Jiménez,F,2018-08-03
José,Álvarez,F,2018-01-07
Felipe,Álvarez,M,2017-04-10
Mariana,Ramírez,M,2020-05-14
Felipe,Acosta,F,2019-07-24
Carolina,Miranda,F,2020-08-08
Juan,Salazar,M,2017-05-03
Miguel,Álvarez,F,2016-06-03
Andrea,Delgado,M,2020-12-24
Jorge,Chávez,M,2020-06-16
Luciana,Cruz,F,2019-12-11
Javier,León,M,2017-04-27
Gonzalo,Rivera,M,2017-09-04
María,Pérez,F,2015-02-07
Martina,Fernández,F,2016-04-04
Fernando,Rojas,F,2017-02-16
Martina,Miranda,M,2017-05-30
Pilar,González,F,2015-05-04
Jorge,Navarro,F,2015-03-22
Lorena,López,M,2018-01-11
Victoria,Morales,F,2015-06-20
Ricardo,Álvarez,F,2015-06-02
Arturo,Rojas,F,2019-05-18
Natalia,León,M,2020-06-18
Francisco,González,M,2019-07-04
Ricardo,Vázquez,F,2019-04-06
Fernando,González,F,2019-11-07
Luciana,Fernández,F,2020-07-25
Sofía,Soto,F,2016-07-17
Pablo,Benítez,F,2016-11-18
Adriana,Martínez,M,2020-11-12
Ana,Delgado,F,2018-02-02
Luciana,López,M,2019-12-29
José,Acosta,F,2015-01-31
Carlos,Cruz,M,2016-01-06
Emma,Mendoza,F,2017-10-03
Florencia,Miranda,F,2016-09-25
Andrés,Díaz,F,2018-04-13
Victoria,Peña,M,2015-09-04
Florencia,Chávez,M,2016-11-07
Javier,Silva,M,2017-08-01
Felipe,Navarro,M,2020-04-06
Florencia,Ortiz,F,2020-11-26
Pablo,Ramírez,F,2019-04-19
Javier,González,M,2020-09-19
Emma,Contreras,M,2018-01-10
Emma,Vázquez,M,2016-12-03
Pilar,Rojas,F,2015-01-03
Rafael,Romero,F,2018-09-01
Roberto,Díaz,M,2019-11-25
María,Salazar,M,2015-09-17
María,Flores,M,2019-10-03
Pilar,Acosta,M,2015-09-18
Isabella,Álvarez,M,2018-10-09
Daniela,Benítez,F,2019-06-10
Miguel,Guerrero,F,2018-03-24
Pedro,Castro,F,2016-07-12
Emma,Salazar,M,2019-09-17
Luciana,Contreras,M,2018-07-04
Laura,López,F,2016-12-30
Daniela,González,F,2019-08-14
Ana,Vázquez,M,2019-07-17
Manuel,Rojas,F,2020-06-08
Ricardo,Ramos,M,2017-10-22
Camila,Torres,F,2016-06-08
Esteban,Cruz,F,2019-10-22
Lorena,Salazar,F,2015-10-06
Pedro,Miranda,M,2018-08-08
Gabriel,Martínez,M,2020-10-18
Andrea,Gómez,M,2019-09-22
Adriana,Guerrero,F,2017-04-16
Florencia,Ramírez,F,2019-03-20
Adriana,Silva,M,2015-11-01
Daniela,Vargas,M,2015-10-21
Andrés,Torres,M,2017-05-01
Camila,Díaz,F,2015-07-17
Arturo,Chávez,F,2019-02-11
Diego,Vázquez,F,2020-04-05
Pablo,Pérez,M,2018-08-09
Pilar,Flores,M,2018-03-14
Carolina,Castro,F,2019-07-25
Felipe,Miranda,F,2015-02-07
Arturo,Miranda,F,2020-02-12
Gabriel,Reyes,M,2017-07-06
Victoria,Pérez,F,2019-05-20
Francisco,González,M,2018-03-13
Andrés,Jiménez,M,2020-11-14
Florencia,Chávez,F,2016-01-08
Fernando,Rodríguez,F,2019-02-03
Pilar,Jiménez,F,2017-03-17
Felipe,Cruz,F,2019-05-06
Jorge,Álvarez,M,2020-05-23
Pedro,Domínguez,F,2020-11-29
Sergio,López,M,2019-04-17
Jorge,Díaz,F,2015-04-15
Victoria,González,F,2020-06-08
Daniela,Delgado,F,2016-03-14
Carlos,Rojas,M,2015-08-28
Sergio,Cruz,M,2017-08-17
Sofía,Miranda,F,2015-09-08
Arturo,Jiménez,M,2018-12-01
Pablo,Blanco,M,2018-12-12
Pedro,Delgado,M,2018-02-20
Carolina,Salazar,M,2015-04-20
Arturo,Herrera,M,2018-09-12
Andrés,González,M,2018-08-02
Luis,Romero,M,2018-12-12
Francisco,León,M,2020-08-11
Felipe,Pérez,F,2017-03-28
Adriana,Flores,M,2019-05-24
Natalia,Contreras,M,2018-01-10
Laura,Ramos,M,2019-12-03
Victoria,García,M,2019-08-16
Gabriel,Pérez,F,2020-05-06
Laura,Rodríguez,M,2018-04-08
Florencia,Reyes,F,2018-02-01
Gabriel,Ruiz,F,2019-06-30
María,Núñez,F,2019-07-18
Paula,Vargas,M,2017-05-02
Roberto,López,M,2019-07-03
Pilar,Jiménez,F,2018-11-16
Manuel,Sánchez,F,2017-09-01
Arturo,Blanco,M,2019-12-06
Pilar,Pérez,M,2019-05-17
Antonia,Benítez,F,2019-03-17
Carlos,Delgado,M,2018-03-02
Gonzalo,Guerrero,F,2017-07-03
Valentina,Bravo,F,2018-05-26
Paula,Flores,M,2019-12-28
Pablo,Torres,F,2018-02-11
Manuel,Silva,F,2016-02-13
Carolina,Benítez,M,2019-12-14
Carolina,Flores,F,2018-12-11
Emma,Gómez,M,2018-09-25
Paula,Salazar,F,2019-06-07
Daniela,Vázquez,M,2015-01-06
Alejandro,Torres,F,2018-03-03
Camila,Núñez,M,2015-08-04
Esteban,Contreras,M,2017-01-25
Valeria,González,M,2016-11-21
Gabriela,Navarro,M,2015-04-22
Andrea,Silva,F,2016-08-31
Ricardo,Navarro,F,2019-10-01
Gabriel,Chávez,M,2019-02-18
Alejandro,González,M,2018-05-20
Alejandro,Ortiz,M,2019-12-01
Luis,Morales,F,2015-03-07
Camila,Rivera,M,2019-11-07
Rafael,García,M,2018-08-14
Diego,Cruz,F,2018-04-28
Pedro,Mendoza,F,2018-04-14
Florencia,Molina,M,2018-08-26
Miguel,Navarro,F,2015-03-27
Isabella,Vargas,M,2020-09-11
Gabriel,Silva,M,2016-11-03
Antonia,Reyes,M,2018-05-17
Camila,Rojas,F,2019-07-09
Martina,Herrera,M,2015-08-29
Valentina,Torres,M,2017-07-17
Isabella,Fernández,F,2018-09-01
Jorge,Rojas,M,2015-09-02
Paula,Miranda,F,2018-05-21
Emma,Torres,F,2020-12-09
Ricardo,Ramírez,M,2015-07-14
Valentina,Torres,F,2018-01-04
Paula,Chávez,M,2017-11-02
Emma,Núñez,M,2020-05-11
Felipe,Jiménez,M,2020-04-22
Gabriela,Rojas,F,2017-08-12
Luciana,Soto,M,2020-05-09
María,Rivera,M,2019-08-21
Daniela,Rivera,F,2015-04-17
Emma,Pérez,M,2017-07-04
Andrea,González,M,2018-12-20
Carlos,Chávez,M,2017-10-30
Pilar,Acosta,F,2018-05-22
Luis,Vázquez,M,2018-11-13
Valeria,Vázquez,M,2016-11-19
Pedro,Rivera,F,2015-12-17
Javier,Miranda,F,2020-10-23
Alejandro,Fernández,F,2015-05-06
Andrés,Fernández,F,2016-03-14
Jorge,Rivera,M,2020-04-02
Pablo,Ruiz,F,2018-12-08
Andrés,Peña,F,2020-05-07
Juan,Flores,M,2015-04-17
Paula,Álvarez,M,2020-11-23
Antonia,Sánchez,M,2019-02-12
Esteban,Ortiz,M,2018-06-06
Cristian,Bravo,F,2016-11-08
Sofía,Pérez,F,2018-10-10
Francisco,Delgado,F,2018-03-24
Manuel,Ramos,M,2015-02-15
Carolina,Reyes,F,2017-11-05
Valentina,Torres,F,2016-09-03
Fernando,Rodríguez,F,2020-02-07
Luis,Torres,F,2016-01-18
Florencia,León,F,2019-10-17
Lorena,Romero,M,2020-07-06
Pedro,Rodríguez,M,2017-06-26
Camila,Morales,F,2015-06-01
Ricardo,Miranda,M,2020-04-04
Ana,Gómez,F,2016-08-12
Sofía,Guerrero,M,2017-04-05
José,Rojas,M,2017-02-06
Gonzalo,Sánchez,M,2016-06-24
Gonzalo,Miranda,F,2019-07-13
Camila,Flores,M,2020-09-03
Andrés,Peña,M,2015-05-07
Andrea,Pérez,M,2018-03-02
Carolina,Guerrero,M,2016-07-14
Juan,Rojas,M,2016-06-21
Miguel,Acosta,M,2019-11-16
Jorge,Núñez,F,2016-07-22
Ricardo,Torres,M,2017-07-05
Pilar,Vázquez,M,2016-11-16
Ana,Torres,F,2015-08-25
Diego,González,F,2019-04-07
José,Romero,M,2015-03-31
Victoria,Castillo,F,2016-09-25
Sofía,Bravo,F,2019-05-23
Florencia,Contreras,M,2018-02-20
José,Pérez,F,2020-10-03
Arturo,Romero,M,2016-05-23
Sofía,Rojas,M,2017-07-16
Felipe,Pérez,M,2019-10-12
Ricardo,Romero,M,2018-09-17
Pedro,Vázquez,M,2020-10-18
Lorena,Rojas,M,2018-10-26
Daniela,Bravo,M,2016-05-08
Juan,Rojas,F,2017-05-19
Francisco,Mendoza,F,2020-07-14
Felipe,López,M,2016-06-12
Mariana,Silva,F,2020-11-14
Gabriel,Gómez,F,2017-09-28
Valeria,Navarro,M,2016-03-07
Sofía,Guerrero,M,2020-02-03
José,Romero,F,2020-07-08
Ana,Álvarez,F,2017-03-03
Lorena,Benítez,M,2019-10-11
Pedro,Molina,M,2020-01-12
Pedro,Gómez,M,2019-01-04
Gabriela,Ruiz,F,2017-06-08
Daniela,Torres,F,2020-12-01
Diego,Soto,M,2020-12-21
Daniela,Bravo,F,2019-08-03
Pedro,Herrera,F,2018-09-14
María,Delgado,M,2017-07-30
Florencia,Pérez,M,2019-10-15
Adriana,Gómez,M,2020-01-14
María,Flores,M,2018-05-27
Mariana,Torres,F,2018-01-20
Daniela,Chávez,F,2017-12-15
Roberto,León,F,2020-09-19
Gabriela,Delgado,M,2016-10-25
Sergio,Rojas,M,2018-10-14
Emma,Chávez,M,2015-04-08
Pedro,Pérez,M,2015-05-16
Pedro,Reyes,F,2020-10-17
Mariana,Romero,M,2018-04-17
Arturo,Guerrero,F,2020-06-18
Pablo,Blanco,M,2020-09-27
Miguel,Castillo,F,2020-01-03
Fernando,Vázquez,F,2018-02-07
Felipe,Núñez,F,2019-09-26
Andrés,García,F,2019-02-14
Luciana,Rivera,F,2016-10-22
Martina,Reyes,F,2018-09-07
Lorena,Ramos,F,2020-03-21
Arturo,Salazar,M,2020-01-11
Gabriel,Chávez,M,2020-08-10
María,Fernández,M,2016-01-15
María,Reyes,F,2016-09-14
Gonzalo,Navarro,M,2018-09-20
Cristian,Mendoza,M,2017-01-15
Fernando,Herrera,M,2019-12-09
Martina,Gómez,F,2018-08-02
Luis,López,F,2017-07-26
Victoria,Reyes,F,2019-11-28
Luciana,Silva,M,2017-07-28
Luis,Jiménez,F,2017-09-16
Isabella,Sánchez,F,2017-09-24
Pablo,Soto,F,2017-05-06
Isabella,Castro,F,2016-10-31
Sergio,Ruiz,F,2017-09-15
Martina,Domínguez,M,2018-08-15
María,Bravo,M,2016-06-23
Luis,Ramírez,M,2019-02-26
Felipe,Sánchez,M,2019-11-14
Valeria,Sánchez,M,2017-04-27
Florencia,González,M,2020-12-11
Alejandro,Herrera,F,2020-05-01
Pedro,Romero,M,2018-11-01
Diego,Ramos,M,2019-10-18
Miguel,Castillo,M,2018-08-24
Gonzalo,Blanco,F,2017-08-28
Roberto,Chávez,F,2017-10-26
Rafael,Chávez,M,2020-06-16
Daniela,Rojas,M,2019-07-02
Ricardo,Peña,F,2019-12-06
Natalia,Ortiz,F,2017-03-10
Diego,Morales,M,2017-10-26
Carlos,Contreras,F,2020-01-30
Fernando,Mendoza,M,2015-05-09
Pablo,Ramírez,F,2015-09-20
Juan,Vargas,M,2016-08-17
Gabriela,Jiménez,F,2018-10-14
Andrés,Vargas,F,2018-04-23
